sp|P27828|WECB_ECOLI	bacteriophage
sp|P0A6P1|EFTS_ECOLI	bacteriophage
sp|P0CE47|EFTU1_ECOLI	bacteriophage
sp|P0AG67|RS1_ECOLI	bacteriophage
sp|P0CE48|EFTU2_ECOLI	bacteriophage
sp|O32101|YUEB_BACSU	bacteriophage
sp|P0AFA5|NFRB_ECOLI	bacteriophage
sp|P31600|NFRA_ECOLI	bacteriophage
sp|P11072|LIT_ECOLI	bacteriophage
sp|P0AFA6|NFRB_ECO57	bacteriophage
sp|Q93Y94|RPOT1_NICSY	bacteriophage
sp|Q8VWF8|RPOT2_NICSY	bacteriophage
sp|P69242|RPOT3_NICSY	bacteriophage
sp|P69243|RPO3A_TOBAC	bacteriophage
sp|Q8L6J5|RPO1B_TOBAC	bacteriophage
sp|Q8L6J1|RPO3B_TOBAC	bacteriophage
sp|Q8L6J3|RPO2B_TOBAC	bacteriophage
sp|P07636|TNPA_BPMU	bacteriophage
sp|Q8L6J4|RPO1A_TOBAC	bacteriophage
sp|Q8L6J2|RPO2A_TOBAC	bacteriophage
sp|P00573|RPOL_BPT7	bacteriophage
sp|P49861|CAPSD_BPHK7	bacteriophage
sp|P03763|TARGB_BPMU	bacteriophage
sp|P17312|TERL_BPT4	bacteriophage
sp|P16009|NEEDL_BPT4	bacteriophage
sp|P00720|ENLYS_BPT4	bacteriophage
sp|P10104|WAC_BPT4	bacteriophage
sp|P06019|REPC_BPMU	bacteriophage
sp|P06022|ACTC_BPMU	bacteriophage
sp|P06020|NER_BPMU	bacteriophage
sp|P03040|RCRO_LAMBD	bacteriophage
sp|P03015|GIN_BPMU	bacteriophage
sp|P22535|CAPSD_BPPRD	bacteriophage
sp|P03712|DECO_LAMBD	bacteriophage
sp|P03699|VXIS_LAMBD	bacteriophage
sp|P03706|ENLYS_LAMBD	bacteriophage
sp|P03705|HOLIN_LAMBD	bacteriophage
sp|P23848|MOR_BPMU	bacteriophage
sp|P03034|RPC1_LAMBD	bacteriophage
sp|P03700|VINT_LAMBD	bacteriophage
sp|P69543|G5P_BPF1	bacteriophage
sp|P03661|G3P_BPFD	bacteriophage
sp|P11124|RDRP_BPPH6	bacteriophage
sp|P08557|CIRCN_BPMU	bacteriophage
sp|P00581|DPOL_BPT7	bacteriophage
sp|P03775|OCR_BPT7	bacteriophage
sp|P03696|DNBI_BPT7	bacteriophage
sp|P08558|BP44_BPMU	bacteriophage
sp|P04893|TERS_BPP22	bacteriophage
sp|P03692|PRIM_BPT7	bacteriophage
sp|P54308|TERL_BPSPP	bacteriophage
sp|P00969|DNLI_BPT7	bacteriophage
sp|P69544|G5P_BPM13	bacteriophage
sp|P03045|REGN_LAMBD	bacteriophage
sp|Q859P9|RPOLV_BPN4	bacteriophage
sp|Q37935|SPAN2_LAMBD	bacteriophage
sp|P03733|TUBE_LAMBD	bacteriophage
sp|P09963|ENLYS_BPP22	bacteriophage
sp|P00806|ENLYS_BPT7	bacteriophage
sp|P03714|FII_LAMBD	bacteriophage
sp|P04547|GSTB_BPT4	bacteriophage
sp|P35837|NEEDL_BPP22	bacteriophage
sp|P04332|PORTL_BPPH2	bacteriophage
sp|P03050|RARC_BPP22	bacteriophage
sp|P03042|RPC2_LAMBD	bacteriophage
sp|P03680|DPOL_BPPH2	bacteriophage
sp|Q9T1V4|BP45_BPMU	bacteriophage
sp|P69541|CAPSD_BPM13	bacteriophage
sp|P27378|P2_BPPRD	bacteriophage
sp|P22536|P5_BPPRD	bacteriophage
sp|Q06253|PHD_BPP1	bacteriophage
sp|P03612|COAT_BPMS2	bacteriophage
sp|P27380|EXLYS_BPPRD	bacteriophage
sp|P14739|UNGI_BPPB2	bacteriophage
sp|Q06259|DOC_BPP1	bacteriophage
sp|P00641|ENDO_BPT7	bacteriophage
sp|P15057|LYS_BPCP1	bacteriophage
sp|P11125|P4_BPPH6	bacteriophage
sp|P06956|RECR_BPP1	bacteriophage
sp|P69202|RPC2_BPP22	bacteriophage
sp|P12528|FIBER_BPP22	bacteriophage
sp|P14647|RDRP_BPQBE	bacteriophage
sp|P69179|STXB_BPH19	bacteriophage
sp|P15879|ARC3_CBDP	bacteriophage
sp|P16117|RPC1_BP434	bacteriophage
sp|P09386|STXB_BP933	bacteriophage
sp|P17172|BP27_BPT4	bacteriophage
sp|P10929|BP11_BPT4	bacteriophage
sp|P69702|REGA_BPT4	bacteriophage
sp|P10928|BP10_BPT4	bacteriophage
sp|P09425|BP25_BPT4	bacteriophage
sp|P03726|EXLYS_BPT7	bacteriophage
sp|P04535|CAPSH_BPT4	bacteriophage
sp|P10927|BP09_BPT4	bacteriophage
sp|P19062|BP08_BPT4	bacteriophage
sp|P19060|BP06_BPT4	bacteriophage
sp|P26747|CAPSD_BPP22	bacteriophage
sp|P03643|G_BPPHS	bacteriophage
sp|P13332|TSP_BPT4	bacteriophage
sp|P03641|CAPSD_BPPHS	bacteriophage
sp|P02458|CO2A1_HUMAN	collagen
sp|Q02388|CO7A1_HUMAN	collagen
sp|P28481|CO2A1_MOUSE	collagen
sp|P05539|CO2A1_RAT	collagen
sp|P02454|CO1A1_RAT	collagen
sp|Q63870|CO7A1_MOUSE	collagen
sp|P02467|CO1A2_CHICK	collagen
sp|P11087|CO1A1_MOUSE	collagen
sp|P08123|CO1A2_HUMAN	collagen
sp|P02452|CO1A1_HUMAN	collagen
sp|O75636|FCN3_HUMAN	collagen
sp|P02466|CO1A2_RAT	collagen
sp|P02453|CO1A1_BOVIN	collagen
sp|P02459|CO2A1_BOVIN	collagen
sp|P02457|CO1A1_CHICK	collagen
sp|Q9BXS0|COPA1_HUMAN	collagen
sp|Q14993|COJA1_HUMAN	collagen
sp|P27658|CO8A1_HUMAN	collagen
sp|P25067|CO8A2_HUMAN	collagen
sp|P02465|CO1A2_BOVIN	collagen
sp|Q0VF58|COJA1_MOUSE	collagen
sp|Q01149|CO1A2_MOUSE	collagen
sp|P25318|CO8A2_MOUSE	collagen
sp|A8TX70|CO6A5_HUMAN	collagen
sp|Q91VF6|COQA1_MOUSE	collagen
sp|Q96A83|COQA1_HUMAN	collagen
sp|P12110|CO6A2_HUMAN	collagen
sp|P53420|CO4A4_HUMAN	collagen
sp|P20908|CO5A1_HUMAN	collagen
sp|P05997|CO5A2_HUMAN	collagen
sp|P02463|CO4A1_MOUSE	collagen
sp|Q03692|COAA1_HUMAN	collagen
sp|P08122|CO4A2_MOUSE	collagen
sp|P12109|CO6A1_HUMAN	collagen
sp|P39061|COIA1_MOUSE	collagen
sp|Q01955|CO4A3_HUMAN	collagen
sp|P13942|COBA2_HUMAN	collagen
sp|P02461|CO3A1_HUMAN	collagen
sp|P02462|CO4A1_HUMAN	collagen
sp|Q9UMD9|COHA1_HUMAN	collagen
sp|P08572|CO4A2_HUMAN	collagen
sp|Q5TAT6|CODA1_HUMAN	collagen
sp|P12111|CO6A3_HUMAN	collagen
sp|P39060|COIA1_HUMAN	collagen
sp|P17301|ITA2_HUMAN	collagen
sp|P29400|CO4A5_HUMAN	collagen
sp|P56199|ITA1_HUMAN	collagen
sp|O00602|FCN1_HUMAN	collagen
sp|Q15848|ADIPO_HUMAN	collagen
sp|Q60994|ADIPO_MOUSE	collagen
sp|Q15582|BGH3_HUMAN	collagen
sp|Q9Y5P4|C43BP_HUMAN	collagen
sp|P16671|CD36_HUMAN	collagen
sp|O14495|LPP3_HUMAN	collagen
sp|Q8WTV0|SCRB1_HUMAN	collagen
sp|P20849|CO9A1_HUMAN	collagen
sp|Q07092|COGA1_HUMAN	collagen
sp|Q99715|COCA1_HUMAN	collagen
sp|P39059|COFA1_HUMAN	collagen
sp|Q9QZS0|CO4A3_MOUSE	collagen
sp|P08120|CO4A1_DROME	collagen
sp|P08121|CO3A1_MOUSE	collagen
sp|Q05707|COEA1_HUMAN	collagen
sp|Q00780|CO8A1_MOUSE	collagen
sp|P12107|COBA1_HUMAN	collagen
sp|O35206|COFA1_MOUSE	collagen
sp|Q14050|CO9A3_HUMAN	collagen
sp|Q96P44|COLA1_HUMAN	collagen
sp|Q14031|CO4A6_HUMAN	collagen
sp|Q6UXH8|CCBE1_HUMAN	collagen
sp|O93484|CO1A2_ONCMY	collagen
sp|Q14055|CO9A2_HUMAN	collagen
sp|P19324|SERPH_MOUSE	collagen
sp|Q15485|FCN2_HUMAN	collagen
sp|P50454|SERPH_HUMAN	collagen
sp|P02460|CO2A1_CHICK	collagen
sp|Q9Y215|COLQ_HUMAN	collagen
sp|Q9XSJ7|CO1A1_CANFA	collagen
sp|A6H584|CO6A5_MOUSE	collagen
sp|Q8NBJ5|GT251_HUMAN	collagen
sp|Q99MQ5|COPA1_MOUSE	collagen
sp|Q91717|CO2A1_XENLA	collagen
sp|Q06828|FMOD_HUMAN	collagen
sp|P0C2W2|CO1A1_TYREX	collagen
sp|Q5QNQ9|CORA1_MOUSE	collagen
sp|P12106|CO9A1_CHICK	collagen
sp|Q30D77|COOA1_MOUSE	collagen
sp|Q64739|COBA2_MOUSE	collagen
sp|P15988|CO6A2_CHICK	collagen
sp|P25940|CO5A3_HUMAN	collagen
sp|Q05722|CO9A1_MOUSE	collagen
sp|P12108|CO9A2_CHICK	collagen
sp|Q05306|COAA1_MOUSE	collagen
sp|Q61245|COBA1_MOUSE	collagen
sp|P12105|CO3A1_CHICK	collagen
sp|Q29442|CO4A4_BOVIN	collagen
sp|Q8NFW1|COMA1_HUMAN	collagen
sp|P17140|CO4A2_CAEEL	collagen
sp|Q8IZC6|CORA1_HUMAN	collagen
sp|Q17RW2|COOA1_HUMAN	collagen
sp|P30793|GCH1_HUMAN	cyclohydrolase
sp|P0A6T5|GCH1_ECOLI	cyclohydrolase
sp|P0A7I7|RIBA_ECOLI	cyclohydrolase
sp|P51601|GCH1_YEAST	cyclohydrolase
sp|P13995|MTDC_HUMAN	cyclohydrolase
sp|P70552|GFRP_RAT	cyclohydrolase
sp|P22288|GCH1_RAT	cyclohydrolase
sp|P47924|RIBA1_ARATH	cyclohydrolase
sp|P94398|GCH4_BACSU	cyclohydrolase
sp|P19465|GCH1_BACSU	cyclohydrolase
sp|Q05915|GCH1_MOUSE	cyclohydrolase
sp|Q9FN89|RIBA3_ARATH	cyclohydrolase
sp|Q6L506|RIBA3_ORYSJ	cyclohydrolase
sp|P38066|RIB1_YEAST	cyclohydrolase
sp|P30047|GFRP_HUMAN	cyclohydrolase
sp|P18155|MTDC_MOUSE	cyclohydrolase
sp|P17620|RIBBA_BACSU	cyclohydrolase
sp|Q9Z734|RIBBA_CHLPN	cyclohydrolase
sp|Q04448|MTDC_DROME	cyclohydrolase
sp|P48596|GCH1_DROME	cyclohydrolase
sp|Q9H903|MTD2L_HUMAN	cyclohydrolase
sp|Q6NLQ7|RIBA2_ARATH	cyclohydrolase
sp|O65271|FOLD4_ARATH	cyclohydrolase
sp|P11586|C1TC_HUMAN	cyclohydrolase
sp|P07245|C1TC_YEAST	cyclohydrolase
sp|P31939|PUR9_HUMAN	cyclohydrolase
sp|Q5F9K6|GCH4_NEIG1	cyclohydrolase
sp|Q8VYU3|GCH1_SOLLC	cyclohydrolase
sp|O28344|MCH_ARCFU	cyclohydrolase
sp|P94954|MCH_METKA	cyclohydrolase
sp|O85014|MCH_METEA	cyclohydrolase
sp|O08315|RIBA_HELPY	cyclohydrolase
sp|Q58185|MPTA_METJA	cyclohydrolase
sp|A3MZA2|RIBBA_ACTP2	cyclohydrolase
sp|P50855|RIBBA_ACTPL	cyclohydrolase
sp|O66679|RIBBA_AQUAE	cyclohydrolase
sp|A7Z675|RIBBA_BACA2	cyclohydrolase
sp|B0BTN8|RIBBA_ACTPJ	cyclohydrolase
sp|A7GSD5|RIBBA_BACCN	cyclohydrolase
sp|B9IWX4|RIBBA_BACCQ	cyclohydrolase
sp|Q731I5|RIBBA_BACC1	cyclohydrolase
sp|Q818X6|RIBBA_BACCR	cyclohydrolase
sp|Q5LHT1|RIBBA_BACFN	cyclohydrolase
sp|Q64YT3|RIBBA_BACFR	cyclohydrolase
sp|Q8A528|RIBBA_BACTN	cyclohydrolase
sp|A6KWQ7|RIBBA_BACV8	cyclohydrolase
sp|A9VG50|RIBBA_BACWK	cyclohydrolase
sp|Q9PLJ5|RIBBA_CHLMU	cyclohydrolase
sp|O84736|RIBBA_CHLTR	cyclohydrolase
sp|A0Q3H7|RIBBA_CLONN	cyclohydrolase
sp|A4QEG9|RIBBA_CORGB	cyclohydrolase
sp|Q8NQ52|RIBBA_CORGL	cyclohydrolase
sp|Q11WK6|RIBBA_CYTH3	cyclohydrolase
sp|P0A5V1|RIBBA_MYCBO	cyclohydrolase
sp|B1MCA4|RIBBA_MYCA9	cyclohydrolase
sp|A1KIK4|RIBBA_MYCBP	cyclohydrolase
sp|B2HP67|RIBBA_MYCMM	cyclohydrolase
sp|C1AN60|RIBBA_MYCBT	cyclohydrolase
sp|Q741F1|RIBBA_MYCPA	cyclohydrolase
sp|A5U2B7|RIBBA_MYCTA	cyclohydrolase
sp|A0PPL6|RIBBA_MYCUA	cyclohydrolase
sp|A6LHN0|RIBBA_PARD8	cyclohydrolase
sp|Q5YTP3|RIBBA_NOCFA	cyclohydrolase
sp|B2RIG7|RIBBA_PORG3	cyclohydrolase
sp|Q7MWK9|RIBBA_PORGI	cyclohydrolase
sp|Q7A511|RIBBA_STAAN	cyclohydrolase
sp|Q8NW14|RIBBA_STAAW	cyclohydrolase
